indice,dato,tipo_dato,descripcion,quintil,anyo,valor,secreto
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2017,3.66,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2016,3.84,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2015,4.37,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2014,4.63,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2013,4.16,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2012,4.26,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2011,3.9,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2010,4.15,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2009,4.05,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2008,4.04,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2007,3.67,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes verticales), Quintil 5,2006,3.37,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2023,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2022,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2021,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2020,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2019,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2018,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2017,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2016,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2015,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2014,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2013,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2012,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2011,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2010,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2009,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2008,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2007,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Total,2006,100.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2023,6.32,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2022,6.56,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2021,6.66,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2020,6.69,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2019,6.86,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2018,6.46,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2017,6.3,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2016,6.41,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2015,5.56,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2014,5.13,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2013,5.4,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2012,5.01,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2011,5.18,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2010,5.32,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2009,5.1,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2008,5.53,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2007,4.8,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 1,2006,4.58,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2023,12.09,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2022,11.87,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2021,11.91,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2020,11.75,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2019,11.76,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2018,11.71,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2017,12.25,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2016,12.06,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2015,10.53,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2014,9.92,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2013,11.29,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2012,10.82,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2011,10.06,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2010,10.24,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2009,10.23,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2008,10.4,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2007,10.87,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 2,2006,10.85,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2023,17.05,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2022,17.53,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2021,17.02,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2020,16.38,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2019,17.88,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2018,18.15,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2017,17.51,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2016,17.51,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2015,16.49,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2014,14.62,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2013,15.11,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2012,15.25,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2011,15.92,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2010,14.86,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2009,14.99,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2008,15.11,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2007,15.77,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 3,2006,17.15,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2023,24.89,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2022,23.6,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2021,23.5,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2020,25.29,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2019,25.07,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2018,24.82,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2017,25.14,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2016,24.42,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2015,23.55,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2014,23.6,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2013,22.09,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2012,21.69,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2011,23.69,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2010,22.87,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2009,23.68,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2008,23.31,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2007,22.75,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 4,2006,24.13,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2023,39.66,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2022,40.44,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2021,40.91,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2020,39.89,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2019,38.44,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2018,38.86,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2017,38.8,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2016,39.6,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2015,43.86,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2014,46.73,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2013,46.11,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2012,47.22,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2011,45.14,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2010,46.7,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2009,46.0,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2008,45.66,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2007,45.81,False
Total Nacional, Sanidad, Dato base, Distribución (porcentajes horizontales), Quintil 5,2006,43.29,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2023,3777.71,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2022,3794.37,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2021,3230.17,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2020,2741.47,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2019,3888.03,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2018,3790.21,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2017,3667.29,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2016,3263.58,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2015,3158.07,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2014,3227.06,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2013,3120.6,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2012,3320.84,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2011,3493.51,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2010,3635.72,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2009,3610.69,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2008,4342.94,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2007,4528.97,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Total,2006,4468.46,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2023,989.0,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2022,1027.19,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2021,836.57,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2020,669.65,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2019,1004.92,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2018,1062.37,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2017,983.51,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2016,956.58,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2015,908.26,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2014,907.38,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2013,995.17,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2012,1025.48,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2011,1053.93,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2010,1019.24,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2009,977.5,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2008,1010.39,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2007,897.32,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 1,2006,836.6,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2023,1860.85,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2022,1785.28,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2021,1487.93,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2020,1242.68,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2019,1871.98,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2018,1783.63,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2017,1817.02,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2016,1660.74,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2015,1614.94,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2014,1667.01,False
Total Nacional, Transporte, Dato base, Gasto medio por hogar, Quintil 2,2013,1732.3,False
